,GEOID_COUSUB,med_hh_inc
17990,0600000US2105190448,33234
17991,0600000US2105192216,26349
17992,0600000US2105192616,31250
17993,0600000US2105193200,30139
17994,0600000US2105390032,28108
17995,0600000US2105390944,36215
17996,0600000US2105591098,46680
17997,0600000US2105592240,42390
17998,0600000US2105593265,41395
17999,0600000US2105593650,43750
18000,0600000US2105790432,30785
18001,0600000US2105791924,36656
18002,0600000US2105992624,39636
18003,0600000US2105993556,58113
18004,0600000US2105993692,67670
18005,0600000US2106190368,45785
18006,0600000US2106190376,32969
18007,0600000US2106192212,48576
18008,0600000US2106193424,46324
18009,0600000US2106391840,22578
18010,0600000US2106393088,40974
18011,0600000US2106591816,31237
18012,0600000US2106592888,36821
18013,0600000US2106593580,22381
18014,0600000US2106593756,31490
18015,0600000US2106792034,40577
18016,0600000US2106792035,65827
18017,0600000US2106792036,59839
18018,0600000US2106792037,54392
18019,0600000US2106792038,84347
18020,0600000US2106991184,46292
18021,0600000US2106991264,41266
18022,0600000US2106991728,40294
18023,0600000US2107190244,26463
18024,0600000US2107191540,35156
18025,0600000US2107192136,29282
18026,0600000US2107192244,31766
18027,0600000US2107192832,33703
18028,0600000US2107192919,38770
18029,0600000US2107193624,25435
18030,0600000US2107193672,26042
18031,0600000US2107390136,44444
18032,0600000US2107391320,54935
18033,0600000US2107392704,62396
18034,0600000US2107591360,26900
18035,0600000US2107591712,30526
18036,0600000US2107591918,-
18037,0600000US2107793616,50204
18038,0600000US2107990400,65938
18039,0600000US2107991976,40668
18040,0600000US2107992664,48931
18041,0600000US2108190840,42632
18042,0600000US2108190896,55156
18043,0600000US2108193720,42206
18044,0600000US2108391208,54702
18045,0600000US2108391216,50735
18046,0600000US2108391722,48475
18047,0600000US2108392256,33061
18048,0600000US2108393128,48851
18049,0600000US2108393432,62701
18050,0600000US2108393752,44167
18051,0600000US2108590560,35596
18052,0600000US2108590704,40536
18053,0600000US2108592016,34527
18054,0600000US2108592336,44340
18055,0600000US2108593192,50161
18056,0600000US2108791064,40227
18057,0600000US2108791504,32542
18058,0600000US2108791536,43421
18059,0600000US2108793408,38056
18060,0600000US2108991260,55487
18061,0600000US2108991512,39267
18062,0600000US2108993290,38098
18063,0600000US2108993530,46797
18064,0600000US2108993784,51264
18065,0600000US2109191640,52083
18066,0600000US2109192032,56131
18067,0600000US2109192696,46500
18068,0600000US2109390656,78152
18069,0600000US2109391128,54373
18070,0600000US2109391298,61105
18071,0600000US2109392880,50757
18072,0600000US2109393264,44625
18073,0600000US2109393416,49808
18074,0600000US2109393664,38269
18075,0600000US2109590056,22973
18076,0600000US2109590648,27750
18077,0600000US2109590936,29288
18078,0600000US2109591608,24556
18079,0600000US2109592792,21875
18080,0600000US2109592824,26630
18081,0600000US2109593545,26522
18082,0600000US2109593584,39237
18083,0600000US2109790232,43833
18084,0600000US2109790240,51964
18085,0600000US2109790984,50578
18086,0600000US2109990280,32098
18087,0600000US2109991568,43804
18088,0600000US2109991600,38912
18089,0600000US2109991784,37538
18090,0600000US2109992472,35250
18091,0600000US2110190848,48659
18092,0600000US2110191672,60513
18093,0600000US2110191704,34720
18094,0600000US2110193320,57272
18095,0600000US2110390520,54276
18096,0600000US2110391152,50932
18097,0600000US2110392504,51955
18098,0600000US2110392816,49306
18099,0600000US2110590752,40179
18100,0600000US2110590792,42813
18101,0600000US2110791024,37459
18102,0600000US2110791576,56929
18103,0600000US2110792176,46537
18104,0600000US2110792496,54627
18105,0600000US2110792584,45909
18106,0600000US2110793016,36938
18107,0600000US2110990076,32661
18108,0600000US2110992152,29451
18109,0600000US2110993080,41691
18110,0600000US2111190683,48233
18111,0600000US2111191099,78932
18112,0600000US2111191276,102252
18113,0600000US2111192105,23058
18114,0600000US2111192106,23206
18115,0600000US2111192108,61970
18116,0600000US2111192109,36610
18117,0600000US2111192110,24422
18118,0600000US2111192572,47841
18119,0600000US2111192573,98710
18120,0600000US2111192820,49741
18121,0600000US2111193267,52078
18122,0600000US2111193270,69516
18123,0600000US2111193283,63524
18124,0600000US2111391912,117647
18125,0600000US2111392552,50205
18126,0600000US2111393736,62647
18127,0600000US2111591256,31779
18128,0600000US2111592560,36799
18129,0600000US2111592600,35682
18130,0600000US2111592672,39117
18131,0600000US2111790864,55177
18132,0600000US2111791808,79072
18133,0600000US2111792800,62083
18134,0600000US2111990196,25840
18135,0600000US2111990600,27472
18136,0600000US2111991160,38057
18137,0600000US2111991736,32545
18138,0600000US2111992448,26800
18139,0600000US2112190144,30269
18140,0600000US2112190396,27404
18141,0600000US2112190824,27722
18142,0600000US2112191040,14875
18143,0600000US2112191400,28993
18144,0600000US2112191472,35781
18145,0600000US2112193520,20345
18146,0600000US2112390416,42226
18147,0600000US2112391752,39186
18148,0600000US2112392192,46240
18149,0600000US2112590464,50335
18150,0600000US2112590536,30083
18151,0600000US2112590768,38651
18152,0600000US2112591096,33454
18153,0600000US2112591496,45352
18154,0600000US2112591904,46263
18155,0600000US2112592072,41329
18156,0600000US2112592568,31604
18157,0600000US2112790016,29258
18158,0600000US2112790264,22714
18159,0600000US2112790744,31981
18160,0600000US2112792096,34704
18161,0600000US2112793640,39516
18162,0600000US2112990184,22860
18163,0600000US2112993024,21442
18164,0600000US2112993294,29432
18165,0600000US2113190976,29102
18166,0600000US2113191800,34705
18167,0600000US2113192456,27825
18168,0600000US2113390256,30091
18169,0600000US2113390776,28550
18170,0600000US2113391168,34737
18171,0600000US2113391880,29554
18172,0600000US2113393688,30034
18173,0600000US2113591376,39063
18174,0600000US2113591984,31583
18175,0600000US2113593480,29744
18176,0600000US2113593560,22143
18177,0600000US2113790888,35714
18178,0600000US2113791792,41274
18179,0600000US2113793344,39267
18180,0600000US2113793632,42132
18181,0600000US2113993040,29524
18182,0600000US2113993240,53262
18183,0600000US2114190008,43684
18184,0600000US2114190120,48245
18185,0600000US2114192024,45648
18186,0600000US2114192992,41727
18187,0600000US2114391104,47083
18188,0600000US2114391978,-
18189,0600000US2114393272,60365
18190,0600000US2114590516,59604
18191,0600000US2114591436,61210
18192,0600000US2114592648,41044
18193,0600000US2114593028,61989
18194,0600000US2114790808,22768
18195,0600000US2114792688,33997
18196,0600000US2114792784,24173
18197,0600000US2114793368,19309
18198,0600000US2114990496,51006
18199,0600000US2114991832,49821
18200,0600000US2114992056,50446
18201,0600000US2114993000,50039
18202,0600000US2115190224,48958
18203,0600000US2115190290,66765
18204,0600000US2115190856,59489
18205,0600000US2115191940,69808
18206,0600000US2115192912,42238
18207,0600000US2115193578,50817
18208,0600000US2115392968,24712
18209,0600000US2115393072,30359
18210,0600000US2115393660,27639
18211,0600000US2115590320,41250
18212,0600000US2115591464,39063
18213,0600000US2115592000,34954
18214,0600000US2115592088,41154
18215,0600000US2115592536,65833
18216,0600000US2115592896,38500
18217,0600000US2115593032,63375
18218,0600000US2115790216,54119
18219,0600000US2115790512,50837
18220,0600000US2115791192,40396
18221,0600000US2115991812,40874
18222,0600000US2115993472,33631
18223,0600000US2115993600,25979
18224,0600000US2116192272,53333
18225,0600000US2116192280,39733
18226,0600000US2116390176,56667
18227,0600000US2116390328,61981
18228,0600000US2116391248,54904
18229,0600000US2116591344,39545
18230,0600000US2116593662,39977
18231,0600000US2116790424,59375
18232,0600000US2116791624,43770
18233,0600000US2116793064,62073
18234,0600000US2116990664,36607
18235,0600000US2116991112,35417
18236,0600000US2116993400,37594
18237,0600000US2117191312,34297
18238,0600000US2117192400,47292
18239,0600000US2117193488,32061
18240,0600000US2117391872,36866
18241,0600000US2117392416,42910
18242,0600000US2117590568,27083
18243,0600000US2117591132,32871
18244,0600000US2117591456,38882
18245,0600000US2117593656,38259
18246,0600000US2117593776,34219
18247,0600000US2117790352,43832
18248,0600000US2117790680,42447
18249,0600000US2117791080,44036
18250,0600000US2117791520,39129
18251,0600000US2117792736,54674
18252,0600000US2117792952,47284
18253,0600000US2117990152,57775
18254,0600000US2117990272,50742
18255,0600000US2117990304,64130
18256,0600000US2117990880,63750
18257,0600000US2117992520,42900
18258,0600000US2118190592,41056
18259,0600000US2118191664,42708
18260,0600000US2118390200,42571
18261,0600000US2118390672,40526
18262,0600000US2118391280,43125
18263,0600000US2118391632,43026
18264,0600000US2118391688,53879
18265,0600000US2118391776,33426
18266,0600000US2118392144,42222
18267,0600000US2118591968,73062
18268,0600000US2118592752,113649
18269,0600000US2118792360,46894
18270,0600000US2118792528,51953
18271,0600000US2118792632,42917
18272,0600000US2118990296,32708
18273,0600000US2118990872,22813
18274,0600000US2118993376,19417
18275,0600000US2119190472,61268
18276,0600000US2119191200,35188
18277,0600000US2119191420,52269
18278,0600000US2119390408,25673
18279,0600000US2119390992,26708
18280,0600000US2119391032,17824
18281,0600000US2119391048,48897
18282,0600000US2119391648,31443
18283,0600000US2119391944,32292
18284,0600000US2119393576,38534
18285,0600000US2119590088,32803
18286,0600000US2119591072,37406
18287,0600000US2119591136,24000
18288,0600000US2119591232,30179
18289,0600000US2119591696,32697
18290,0600000US2119592080,34559
18291,0600000US2119592112,36638
18292,0600000US2119592264,38262
18293,0600000US2119592320,38058
18294,0600000US2119592760,28678
18295,0600000US2119592768,36497
18296,0600000US2119592872,39799
18297,0600000US2119592928,26450
18298,0600000US2119593208,36644
18299,0600000US2119593304,32439
18300,0600000US2119790728,33865
18301,0600000US2119793352,43077
18302,0600000US2119990456,32035
18303,0600000US2119991176,41703
18304,0600000US2119992432,31696
18305,0600000US2119992488,39789
18306,0600000US2119993104,35326
18307,0600000US2119993184,36927
18308,0600000US2119993256,39224
18309,0600000US2120192408,38864
18310,0600000US2120390800,41538
18311,0600000US2120392064,37217
18312,0600000US2120392424,33981
18313,0600000US2120591725,50724
18314,0600000US2120592376,34958
18315,0600000US2120790384,34464
18316,0600000US2120791120,42819
18317,0600000US2120791864,36146
18318,0600000US2120792984,35179
18319,0600000US2120991392,66553
18320,0600000US2120993008,66500
18321,0600000US2120993336,74493
18322,0600000US2121190696,59237
18323,0600000US2121191616,76357
18324,0600000US2121193152,56565
18325,0600000US2121193232,89904
18326,0600000US2121391101,63226
18327,0600000US2121391328,46429
18328,0600000US2121593448,64167
18329,0600000US2121593668,85282
18330,0600000US2121790528,36895
18331,0600000US2121792224,49352
18332,0600000US2121793048,47500
18333,0600000US2121991144,48705
18334,0600000US2121991544,30082
18335,0600000US2121991928,42112
18336,0600000US2121993504,58750
18337,0600000US2122190480,47563
18338,0600000US2122190588,66026
18339,0600000US2122190687,45820
18340,0600000US2122191290,-
18341,0600000US2122191980,-
18342,0600000US2122390208,50663
18343,0600000US2122392352,46418
18344,0600000US2122592384,41691
18345,0600000US2122593384,49794
18346,0600000US2122593536,36500
18347,0600000US2122790060,76332
18348,0600000US2122790312,48654
18349,0600000US2122791488,55652
18350,0600000US2122791556,58671
18351,0600000US2122793084,49349
18352,0600000US2122793248,58214
18353,0600000US2122793760,66641
18354,0600000US2122993328,51836
18355,0600000US2122993728,47841
18356,0600000US2123190816,31429
18357,0600000US2123191528,28250
18358,0600000US2123192344,39851
18359,0600000US2123192368,30996
18360,0600000US2123193792,34657
18361,0600000US2123390720,42321
18362,0600000US2123391056,49353
18363,0600000US2123392856,31120
18364,0600000US2123393120,41354
18365,0600000US2123590832,44591
18366,0600000US2123590952,41204
18367,0600000US2123592712,24643
18368,0600000US2123593096,30511
18369,0600000US2123593216,32782
18370,0600000US2123593712,28569
18371,0600000US2123790544,19391
18372,0600000US2123791656,36806
18373,0600000US2123792208,19082
18374,0600000US2123992312,61875
18375,0600000US2123993308,75093
18376,0600000US2123993568,60106
18377,0600000US3600101000,45500
18378,0600000US3600106211,73313
18379,0600000US3600106354,97679
18380,0600000US3600116694,62446
18381,0600000US3600116749,52042
18382,0600000US3600117343,78031
18383,0600000US3600130532,53454
18384,0600000US3600131104,81835
18385,0600000US3600140002,89625
18386,0600000US3600150672,99122
18387,0600000US3600161181,61389
18388,0600000US3600178674,43176
18389,0600000US3600179851,82668
18390,0600000US3600301209,39659
18391,0600000US3600301319,49167
18392,0600000US3600301429,56875
18393,0600000US3600301451,59609
18394,0600000US3600302011,41125
18395,0600000US3600302154,51827
18396,0600000US3600302187,47829
18397,0600000US3600305573,51442
18398,0600000US3600306717,33750
18399,0600000US3600307201,45543
18400,0600000US3600311253,51563
18401,0600000US3600312243,46125
18402,0600000US3600313475,48750
18403,0600000US3600315990,38333
18404,0600000US3600319367,51638
18405,0600000US3600327705,39597
18406,0600000US3600328563,49256
18407,0600000US3600329905,52188
18408,0600000US3600330994,56250
18409,0600000US3600336112,39007
18410,0600000US3600337297,49671
18411,0600000US3600350375,50515
18412,0600000US3600354523,-
18413,0600000US3600364166,46450
18414,0600000US3600365772,44750
18415,0600000US3600378201,54107
18416,0600000US3600379103,44817
18417,0600000US3600379202,54706
18418,0600000US3600382095,46250
18419,0600000US3600382623,32857
18420,0600000US3600508510,38085
18421,0600000US3600704429,68036
18422,0600000US3600706607,31905
18423,0600000US3600706618,75972
18424,0600000US3600715110,69828
18425,0600000US3600717046,47846
18426,0600000US3600717772,65233
18427,0600000US3600720588,55259
18428,0600000US3600725604,54653
18429,0600000US3600739837,55990
18430,0600000US3600742653,57227
18431,0600000US3600744611,65928
18432,0600000US3600749396,57356
18433,0600000US3600765112,46136
18434,0600000US3600775319,62016
18435,0600000US3600776056,49382
18436,0600000US3600777255,64867
18437,0600000US3600782535,64605
18438,0600000US3600901297,49344
18439,0600000US3600901308,34563
18440,0600000US3600902759,54651
18441,0600000US3600912661,50521
18442,0600000US3600913035,35852
18443,0600000US3600916903,39375
18444,0600000US3600917684,40036
18445,0600000US3600919840,54213
18446,0600000US3600922678,64135
18447,0600000US3600924031,63500
18448,0600000US3600925340,42308
18449,0600000US3600927342,48443
18450,0600000US3600927441,54551
18451,0600000US3600930257,54167
18452,0600000US3600934946,43250
18453,0600000US3600936123,60862
18454,0600000US3600937825,45000
18455,0600000US3600941982,37917
18456,0600000US3600942840,43125
18457,0600000US3600943896,50455
18458,0600000US3600944237,52961
18459,0600000US3600945161,68047
18460,0600000US3600949462,51600
18461,0600000US3600949880,49500
18462,0600000US3600954523,-
18463,0600000US3600954716,42024
18464,0600000US3600954727,60476
18465,0600000US3600955783,56000
18466,0600000US3600957298,53611
18467,0600000US3600957331,41706
18468,0600000US3600959509,55000
18469,0600000US3600960587,45926
18470,0600000US3600960950,46875
18471,0600000US3600964749,30758
18472,0600000US3600964760,54167
18473,0600000US3600969870,39000
18474,0600000US3600984055,46319
18475,0600000US3601100000,-
18476,0600000US3601103078,42695
18477,0600000US3601103166,62368
18478,0600000US3601110297,60424
18479,0600000US3601112969,66912
18480,0600000US3601117849,53906
18481,0600000US3601126231,85833
18482,0600000US3601128673,68967
18483,0600000US3601137660,65142
18484,0600000US3601141740,69440
18485,0600000US3601143071,59722
18486,0600000US3601146602,56524
18487,0600000US3601148131,53938
18488,0600000US3601148307,57500
18489,0600000US3601151198,63250
18490,0600000US3601155871,91157
18491,0600000US3601165816,58333
18492,0600000US3601166278,51250
18493,0600000US3601166443,92102
18494,0600000US3601170376,65125
18495,0600000US3601171146,57068
18496,0600000US3601172037,63690
18497,0600000US3601173770,68370
18498,0600000US3601177024,50865
18499,0600000US3601177420,50288
18500,0600000US3601300000,-
18501,0600000US3601302605,64167
18502,0600000US3601311451,58482
18503,0600000US3601312639,52426
18504,0600000US3601313035,-
18505,0600000US3601313860,48750
18506,0600000US3601314069,53412
18507,0600000US3601314072,-
18508,0600000US3601315198,51250
18509,0600000US3601316595,51726
18510,0600000US3601321105,34899
18511,0600000US3601321116,41771
18512,0600000US3601323976,51359
18513,0600000US3601323998,51637
18514,0600000US3601324053,58355
18515,0600000US3601327606,55556
18516,0600000US3601328838,51842
18517,0600000US3601332050,57721
18518,0600000US3601332248,49361
18519,0600000US3601338264,31595
18520,0600000US3601339507,67105
18521,0600000US3601347592,57589
18522,0600000US3601352155,64875
18523,0600000US3601358926,50290
18524,0600000US3601358981,52278
18525,0600000US3601359421,40028
18526,0600000US3601361885,44360
18527,0600000US3601366916,51513
18528,0600000US3601366960,38500
18529,0600000US3601371476,51425
18530,0600000US3601377530,44125
18531,0600000US3601379950,46300
18532,0600000US3601502781,48333
18533,0600000US3601504132,48333
18534,0600000US3601506475,79139
18535,0600000US3601512947,71354
18536,0600000US3601515077,63800
18537,0600000US3601524229,33958
18538,0600000US3601524240,68237
18539,0600000US3601524636,60368
18540,0600000US3601535705,56354
18541,0600000US3601569617,54403
18542,0600000US3601576892,58333
18543,0600000US3601577310,60263
18544,0600000US3601700353,60524
18545,0600000US3601704044,51134
18546,0600000US3601717486,50114
18547,0600000US3601718619,44932
18548,0600000US3601728739,39167
18549,0600000US3601730422,59453
18550,0600000US3601731148,52557
18551,0600000US3601742411,60833
18552,0600000US3601744127,34891
18553,0600000US3601749957,53036
18554,0600000US3601753297,54688
18555,0600000US3601753979,39032
18556,0600000US3601753990,56851
18557,0600000US3601755717,61042
18558,0600000US3601755959,44280
18559,0600000US3601757507,36184
18560,0600000US3601758288,43750
18561,0600000US3601758772,52917
18562,0600000US3601759817,56071
18563,0600000US3601766894,46198
18564,0600000US3601768055,50096
18565,0600000US3601768110,43088
18566,0600000US3601901583,46282
18567,0600000US3601903221,48443
18568,0600000US3601905485,72500
18569,0600000US3601906761,58958
18570,0600000US3601913750,52903
18571,0600000US3601914113,70306
18572,0600000US3601916397,53571
18573,0600000US3601919653,53026
18574,0600000US3601923921,57167
18575,0600000US3601948252,53580
18576,0600000US3601957375,63480
18577,0600000US3601958574,45696
18578,0600000US3601958585,60341
18579,0600000US3601965211,65964
18580,0600000US3601965717,65238
18581,0600000US3602102099,70083
18582,0600000US3602103287,69375
18583,0600000US3602112056,82250
18584,0600000US3602114014,65529
18585,0600000US3602116045,56049
18586,0600000US3602116177,87344
18587,0600000US3602118102,75521
18588,0600000US3602128068,69712
18589,0600000US3602128772,75673
18590,0600000US3602128871,64308
18591,0600000US3602130565,49988
18592,0600000US3602134748,73482
18593,0600000US3602135969,35153
18594,0600000US3602139573,74590
18595,0600000US3602142917,63672
18596,0600000US3602150452,58618
18597,0600000US3602171443,56339
18598,0600000US3602171850,76364
18599,0600000US3602173077,82750
18600,0600000US3602315748,45250
18601,0600000US3602318388,45332
18602,0600000US3602318421,63272
18603,0600000US3602319499,63594
18604,0600000US3602327496,51094
18605,0600000US3602332160,64911
18606,0600000US3602335287,62542
18607,0600000US3602341300,63750
18608,0600000US3602345403,61250
18609,0600000US3602359773,72557
18610,0600000US3602365915,67969
18611,0600000US3602368264,65163
18612,0600000US3602373220,62679
18613,0600000US3602375550,54375
18614,0600000US3602377596,69000
18615,0600000US3602381963,60208
18616,0600000US3602502132,40577
18617,0600000US3602507597,70313
18618,0600000US3602516793,51000
18619,0600000US3602519763,44831
18620,0600000US3602520137,53232
18621,0600000US3602520357,45000
18622,0600000US3602527232,54107
18623,0600000US3602531698,55556
18624,0600000US3602531951,42372
18625,0600000US3602532281,52031
18626,0600000US3602540068,63971
18627,0600000US3602545964,56164
18628,0600000US3602546624,54717
18629,0600000US3602547031,43772
18630,0600000US3602564001,47031
18631,0600000US3602567345,37046
18632,0600000US3602570629,45476
18633,0600000US3602574111,56250
18634,0600000US3602578047,50013
18635,0600000US3602701693,53766
18636,0600000US3602705100,74450
18637,0600000US3602705452,98927
18638,0600000US3602716408,97120
18639,0600000US3602720819,54520
18640,0600000US3602721996,109301
18641,0600000US3602725978,85621
18642,0600000US3602737209,74900
18643,0600000US3602740299,110420
18644,0600000US3602747207,67159
18645,0600000US3602751891,59583
18646,0600000US3602756825,90862
18647,0600000US3602758156,60769
18648,0600000US3602758695,77426
18649,0600000US3602759641,42296
18650,0600000US3602759652,77460
18651,0600000US3602760905,77997
18652,0600000US3602761357,73780
18653,0600000US3602770662,94861
18654,0600000US3602776166,95825
18655,0600000US3602778157,82508
18656,0600000US3602778388,93478
18657,0600000US3602900000,-
18658,0600000US3602901099,73133
18659,0600000US3602902000,73935
18660,0600000US3602903199,78728
18661,0600000US3602907454,66971
18662,0600000US3602907894,47411
18663,0600000US3602911000,35893
18664,0600000US3602913035,31406
18665,0600000US3602915011,53002
18666,0600000US3602915825,99630
18667,0600000US3602916870,72799
18668,0600000US3602917200,54096
18669,0600000US3602917585,54931
18670,0600000US3602923415,70080
18671,0600000US3602924130,75717
18672,0600000US3602924801,61056
18673,0600000US3602929828,80569
18674,0600000US3602931654,66648
18675,0600000US3602935122,56042
18676,0600000US3602940189,37258
18677,0600000US3602941146,69985
18678,0600000US3602945601,77927
18679,0600000US3602950716,61021
18680,0600000US3602951803,60653
18681,0600000US3602955277,90962
18682,0600000US3602965277,66708
18683,0600000US3602974166,49605
18684,0600000US3602975000,58359
18685,0600000US3602975011,-
18686,0600000US3602977871,82656
18687,0600000US3602980918,66464
18688,0600000US3603115330,56724
18689,0600000US3603119246,55521
18690,0600000US3603123833,52891
18691,0600000US3603124768,57171
18692,0600000US3603138396,58566
18693,0600000US3603139067,57353
18694,0600000US3603142114,59125
18695,0600000US3603147669,61625
18696,0600000US3603148428,55664
18697,0600000US3603150144,50000
18698,0600000US3603151935,61361
18699,0600000US3603153077,41500
18700,0600000US3603164529,60060
18701,0600000US3603165629,40313
18702,0600000US3603173891,48396
18703,0600000US3603180775,48854
18704,0600000US3603182271,65344
18705,0600000US3603182315,60313
18706,0600000US3603304319,48581
18707,0600000US3603305716,57708
18708,0600000US3603307278,46667
18709,0600000US3603307839,48333
18710,0600000US3603308213,58224
18711,0600000US3603311165,52619
18712,0600000US3603313992,44583
18713,0600000US3603317871,58438
18714,0600000US3603320610,60893
18715,0600000US3603320973,63125
18716,0600000US3603326737,46065
18717,0600000US3603327243,70250
18718,0600000US3603332314,52825
18719,0600000US3603344721,47443
18720,0600000US3603347933,47917
18721,0600000US3603364727,42238
18722,0600000US3603365178,89063
18723,0600000US3603375676,56168
18724,0600000US3603378795,41806
18725,0600000US3603381215,46100
18726,0600000US3603506882,52794
18727,0600000US3603508433,63889
18728,0600000US3603512573,51667
18729,0600000US3603524603,53750
18730,0600000US3603529443,37416
18731,0600000US3603538781,50027
18732,0600000US3603538792,60972
18733,0600000US3603546217,52458
18734,0600000US3603551407,54704
18735,0600000US3603555101,44924
18736,0600000US3603557353,61875
18737,0600000US3603571784,38194
18738,0600000US3603700474,59261
18739,0600000US3603701165,65189
18740,0600000US3603704715,48190
18741,0600000US3603704726,67064
18742,0600000US3603706057,55000
18743,0600000US3603706266,62417
18744,0600000US3603711572,68641
18745,0600000US3603719719,75797
18746,0600000US3603723756,65625
18747,0600000US3603742037,64821
18748,0600000US3603754166,60536
18749,0600000US3603756792,80800
18750,0600000US3603757078,58219
18751,0600000US3603770607,58450
18752,0600000US3603775011,44338
18753,0600000US3603902803,43472
18754,0600000US3603902913,56550
18755,0600000US3603911649,54688
18756,0600000US3603913013,43036
18757,0600000US3603918729,67401
18758,0600000US3603921204,50871
18759,0600000US3603930620,67938
18760,0600000US3603931379,53750
18761,0600000US3603936178,45650
18762,0600000US3603938638,56192
18763,0600000US3603942202,48750
18764,0600000US3603949935,73056
18765,0600000US3603959751,43125
18766,0600000US3603982480,52143
18767,0600000US3604102572,60000
18768,0600000US3604105958,57188
18769,0600000US3604135496,45938
18770,0600000US3604137374,55800
18771,0600000US3604137495,47500
18772,0600000US3604140794,69615
18773,0600000US3604143412,58750
18774,0600000US3604148340,-
18775,0600000US3604179059,57778
18776,0600000US3604317431,55089
18777,0600000US3604319686,67143
18778,0600000US3604324933,54803
18779,0600000US3604327199,58153
18780,0600000US3604328750,49524
18781,0600000US3604334132,48698
18782,0600000US3604342664,58859
18783,0600000US3604342741,40641
18784,0600000US3604342752,66914
18785,0600000US3604344974,46221
18786,0600000US3604350584,48355
18787,0600000US3604353968,61719
18788,0600000US3604354507,44297
18789,0600000US3604364254,57269
18790,0600000US3604364837,46595
18791,0600000US3604365695,50292
18792,0600000US3604370794,46875
18793,0600000US3604378278,55804
18794,0600000US3604378927,57159
18795,0600000US3604382568,59219
18796,0600000US3604500000,-
18797,0600000US3604500210,55833
18798,0600000US3604501176,50875
18799,0600000US3604502297,52031
18800,0600000US3604510242,62896
18801,0600000US3604512364,56510
18802,0600000US3604513717,54492
18803,0600000US3604516100,73656
18804,0600000US3604524086,61250
18805,0600000US3604534055,64655
18806,0600000US3604535782,58162
18807,0600000US3604542015,51604
18808,0600000US3604543544,52619
18809,0600000US3604543863,51429
18810,0600000US3604555398,56750
18811,0600000US3604556209,77424
18812,0600000US3604557562,41050
18813,0600000US3604563341,70750
18814,0600000US3604564265,52022
18815,0600000US3604573528,62717
18816,0600000US3604578608,41339
18817,0600000US3604578619,77143
18818,0600000US3604582348,51136
18819,0600000US3604583162,58750
18820,0600000US3604710022,56015
18821,0600000US3604919081,51458
18822,0600000US3604920214,56469
18823,0600000US3604920555,46979
18824,0600000US3604930796,51538
18825,0600000US3604932358,61250
18826,0600000US3604942125,45000
18827,0600000US3604942213,53523
18828,0600000US3604943731,51048
18829,0600000US3604943995,46111
18830,0600000US3604945854,53438
18831,0600000US3604948032,40000
18832,0600000US3604950001,50987
18833,0600000US3604955497,49500
18834,0600000US3604957925,37019
18835,0600000US3604975693,58611
18836,0600000US3604978729,60682
18837,0600000US3604981094,53438
18838,0600000US3605103364,56648
18839,0600000US3605111715,56406
18840,0600000US3605117618,70586
18841,0600000US3605128629,43774
18842,0600000US3605131016,70714
18843,0600000US3605141883,57763
18844,0600000US3605142334,61299
18845,0600000US3605142961,67478
18846,0600000US3605148956,47745
18847,0600000US3605151869,42753
18848,0600000US3605154089,57656
18849,0600000US3605155508,61250
18850,0600000US3605159179,48611
18851,0600000US3605170101,67557
18852,0600000US3605170475,57639
18853,0600000US3605181006,55870
18854,0600000US3605184022,57695
18855,0600000US3605308587,51331
18856,0600000US3605313156,81991
18857,0600000US3605320401,59375
18858,0600000US3605323305,52813
18859,0600000US3605325593,65000
18860,0600000US3605328695,46563
18861,0600000US3605331720,66920
18862,0600000US3605341674,60156
18863,0600000US3605341905,52241
18864,0600000US3605342422,65333
18865,0600000US3605344435,59375
18866,0600000US3605349770,65221
18867,0600000US3605354837,49393
18868,0600000US3605367785,71354
18869,0600000US3605371399,52841
18870,0600000US3605371993,71533
18871,0600000US3605500000,-
18872,0600000US3605508246,75812
18873,0600000US3605515462,71921
18874,0600000US3605515957,76347
18875,0600000US3605522870,48608
18876,0600000US3605528442,57079
18877,0600000US3605530290,60340
18878,0600000US3605531797,58571
18879,0600000US3605534099,63222
18880,0600000US3605537726,59640
18881,0600000US3605546558,101750
18882,0600000US3605554474,76594
18883,0600000US3605556561,67483
18884,0600000US3605557144,81310
18885,0600000US3605557221,85430
18886,0600000US3605558365,116716
18887,0600000US3605561808,68931
18888,0600000US3605563000,33399
18889,0600000US3605564144,88276
18890,0600000US3605572455,49453
18891,0600000US3605578971,79225
18892,0600000US3605581402,60368
18893,0600000US3605702066,36326
18894,0600000US3605702077,55851
18895,0600000US3605712122,51897
18896,0600000US3605713816,64886
18897,0600000US3605726308,53317
18898,0600000US3605729047,57931
18899,0600000US3605747614,47575
18900,0600000US3605747834,65774
18901,0600000US3605756099,52331
18902,0600000US3605763561,42298
18903,0600000US3605764650,36211
18904,0600000US3605929113,78066
18905,0600000US3605934000,107095
18906,0600000US3605943335,93722
18907,0600000US3605953000,117750
18908,0600000US3605956000,124828
18909,0600000US3606144919,82459
18910,0600000US3606300000,-
18911,0600000US3606311803,75042
18912,0600000US3606332490,52090
18913,0600000US3606342158,68269
18914,0600000US3606343082,43911
18915,0600000US3606343093,63548
18916,0600000US3606350232,56513
18917,0600000US3606351033,46658
18918,0600000US3606351055,35377
18919,0600000US3606353682,56737
18920,0600000US3606357111,92065
18921,0600000US3606359267,72301
18922,0600000US3606364034,58438
