,GEOID_COUSUB,med_hh_inc
2547,0600000US1709949646,59583
2548,0600000US1709954248,74925
2549,0600000US1709956224,95288
2550,0600000US1709956731,96908
2551,0600000US1709956939,45437
2552,0600000US1709956965,54044
2553,0600000US1709959247,49362
2554,0600000US1709963576,74141
2555,0600000US1709966456,62167
2556,0600000US1709968692,73523
2557,0600000US1709971110,56432
2558,0600000US1709976238,56679
2559,0600000US1709977096,83571
2560,0600000US1709977623,80938
2561,0600000US1709978487,90000
2562,0600000US1709978682,64620
2563,0600000US1710100906,67000
2564,0600000US1710107198,40357
2565,0600000US1710108199,52465
2566,0600000US1710114299,37130
2567,0600000US1710119395,44063
2568,0600000US1710142379,40888
2569,0600000US1710145200,93063
2570,0600000US1710159377,72292
2571,0600000US1710166378,41250
2572,0600000US1710301101,81667
2573,0600000US1710301283,49375
2574,0600000US1710302596,57941
2575,0600000US1710307679,88684
2576,0600000US1710308654,48125
2577,0600000US1710320175,53963
2578,0600000US1710321865,75333
2579,0600000US1710327695,48920
2580,0600000US1710332447,48750
2581,0600000US1710332980,55179
2582,0600000US1710342613,66528
2583,0600000US1710346890,47361
2584,0600000US1710347644,-
2585,0600000US1710351557,76375
2586,0600000US1710351960,70083
2587,0600000US1710357316,83047
2588,0600000US1710363407,84464
2589,0600000US1710370694,80833
2590,0600000US1710373300,51645
2591,0600000US1710378110,56125
2592,0600000US1710381971,44779
2593,0600000US1710383674,60682
2594,0600000US1710501348,64821
2595,0600000US1710503194,-
2596,0600000US1710504780,64479
2597,0600000US1710508888,73750
2598,0600000US1710512606,99079
2599,0600000US1710512723,32258
2600,0600000US1710521371,60366
2601,0600000US1710524309,91333
2602,0600000US1710524426,79722
2603,0600000US1710525700,66250
2604,0600000US1710527039,75179
2605,0600000US1710529106,94722
2606,0600000US1710537244,52022
2607,0600000US1710544589,64750
2608,0600000US1710551895,51818
2609,0600000US1710552077,92500
2610,0600000US1710552883,77054
2611,0600000US1710555184,59712
2612,0600000US1710557056,89107
2613,0600000US1710559780,95446
2614,0600000US1710560612,39250
2615,0600000US1710561028,50114
2616,0600000US1710563017,50038
2617,0600000US1710565520,92125
2618,0600000US1710565988,57875
2619,0600000US1710567808,58750
2620,0600000US1710573482,38625
2621,0600000US1710573781,-
2622,0600000US1710576680,93750
2623,0600000US1710578409,84821
2624,0600000US1710700360,73438
2625,0600000US1710702765,57143
2626,0600000US1710708485,75357
2627,0600000US1710713126,76875
2628,0600000US1710716496,61000
2629,0600000US1710721982,58507
2630,0600000US1710723282,66739
2631,0600000US1710724049,94853
2632,0600000US1710736789,79063
2633,0600000US1710740624,53472
2634,0600000US1710741144,123472
2635,0600000US1710751141,68015
2636,0600000US1710756289,41750
2637,0600000US1710756705,57353
2638,0600000US1710761574,102813
2639,0600000US1710769290,76563
2640,0600000US1710780593,48813
2641,0600000US1710905638,96058
2642,0600000US1710906483,41964
2643,0600000US1710910123,45238
2644,0600000US1710912333,63750
2645,0600000US1710915391,40365
2646,0600000US1710922996,-
2647,0600000US1710924101,66382
2648,0600000US1710935333,34688
2649,0600000US1710937452,49844
2650,0600000US1710941820,-
2651,0600000US1710945902,53333
2652,0600000US1710945915,40089
2653,0600000US1710950738,76767
2654,0600000US1710952792,75987
2655,0600000US1710961561,42500
2656,0600000US1710968211,63182
2657,0600000US1710968250,-
2658,0600000US1710974678,43250
2659,0600000US1710978591,60625
2660,0600000US1711100607,73333
2661,0600000US1711100698,88673
2662,0600000US1711110032,90500
2663,0600000US1711112892,50608
2664,0600000US1711116314,94387
2665,0600000US1711120396,67669
2666,0600000US1711121111,61797
2667,0600000US1711130666,104307
2668,0600000US1711131680,71430
2669,0600000US1711133305,62667
2670,0600000US1711133864,67009
2671,0600000US1711145707,74938
2672,0600000US1711146799,68843
2673,0600000US1711154495,88175
2674,0600000US1711163654,90481
2675,0600000US1711164096,111667
2676,0600000US1711168653,127870
2677,0600000US1711300893,70882
2678,0600000US1711301374,60833
2679,0600000US1711302369,52708
2680,0600000US1711304910,53906
2681,0600000US1711306626,78977
2682,0600000US1711306639,67327
2683,0600000US1711306743,73333
2684,0600000US1711312905,62679
2685,0600000US1711312944,53977
2686,0600000US1711317705,120139
2687,0600000US1711318381,80909
2688,0600000US1711318550,83723
2689,0600000US1711318732,74514
2690,0600000US1711320656,86467
2691,0600000US1711320838,105000
2692,0600000US1711324140,73000
2693,0600000US1711328209,55521
2694,0600000US1711331745,61667
2695,0600000US1711336451,77888
2696,0600000US1711342353,-
2697,0600000US1711343107,67422
2698,0600000US1711347215,56726
2699,0600000US1711349971,111118
2700,0600000US1711350972,69881
2701,0600000US1711353247,54974
2702,0600000US1711355782,116833
2703,0600000US1711362692,78866
2704,0600000US1711375835,96583
2705,0600000US1711379904,79250
2706,0600000US1711381321,81833
2707,0600000US1711383804,77431
2708,0600000US1711503051,79000
2709,0600000US1711506769,63875
2710,0600000US1711518836,39185
2711,0600000US1711527988,68214
2712,0600000US1711533240,57880
2713,0600000US1711534527,53020
2714,0600000US1711537023,61848
2715,0600000US1711544511,69384
2716,0600000US1711547085,65893
2717,0600000US1711551219,74709
2718,0600000US1711552974,57153
2719,0600000US1711554859,87500
2720,0600000US1711560677,48988
2721,0600000US1711570967,57679
2722,0600000US1711571357,66306
2723,0600000US1711581464,44877
2724,0600000US1711703792,77500
2725,0600000US1711706067,-
2726,0600000US1711708277,71176
2727,0600000US1711709135,76250
2728,0600000US1711709590,55476
2729,0600000US1711710357,48287
2730,0600000US1711711209,54688
2731,0600000US1711713178,54444
2732,0600000US1711720383,55341
2733,0600000US1711729249,39152
2734,0600000US1711729405,45000
2735,0600000US1711735242,36250
2736,0600000US1711735996,107870
2737,0600000US1711751037,51136
2738,0600000US1711753052,54196
2739,0600000US1711754040,98542
2740,0600000US1711754053,40750
2741,0600000US1711760924,80048
2742,0600000US1711768419,52813
2743,0600000US1711769121,82951
2744,0600000US1711769576,55673
2745,0600000US1711771123,101518
2746,0600000US1711771136,53542
2747,0600000US1711772416,43815
2748,0600000US1711778162,52569
2749,0600000US1711780229,50000
2750,0600000US1711900750,67112
2751,0600000US1711901127,38581
2752,0600000US1711914260,48305
2753,0600000US1711915612,58359
2754,0600000US1711922710,71628
2755,0600000US1711927130,72151
2756,0600000US1711927182,77063
2757,0600000US1711930107,69192
2758,0600000US1711930939,45777
2759,0600000US1711932421,87024
2760,0600000US1711933981,59623
2761,0600000US1711938245,81905
2762,0600000US1711942652,89792
2763,0600000US1711946877,73133
2764,0600000US1711950465,89506
2765,0600000US1711951583,51314
2766,0600000US1711952428,71250
2767,0600000US1711955834,58427
2768,0600000US1711956068,74574
2769,0600000US1711960014,125083
2770,0600000US1711966872,82292
2771,0600000US1711967275,77163
2772,0600000US1711977486,24466
2773,0600000US1711983284,51800
2774,0600000US1712100932,46292
2775,0600000US1712111436,69615
2776,0600000US1712112177,39750
2777,0600000US1712127195,67250
2778,0600000US1712132187,61250
2779,0600000US1712137946,56563
2780,0600000US1712140130,51538
2781,0600000US1712147826,70000
2782,0600000US1712155223,45263
2783,0600000US1712156055,48750
2784,0600000US1712158070,62000
2785,0600000US1712162445,59821
2786,0600000US1712165455,61923
2787,0600000US1712167249,45010
2788,0600000US1712167457,43516
2789,0600000US1712172598,68370
2790,0600000US1712175744,56438
2791,0600000US1712304949,50000
2792,0600000US1712305235,51548
2793,0600000US1712324569,53750
2794,0600000US1712334176,46623
2795,0600000US1712336152,96375
2796,0600000US1712340572,52347
2797,0600000US1712342093,105750
2798,0600000US1712363589,63750
2799,0600000US1712364668,57692
2800,0600000US1712367691,59271
2801,0600000US1712372585,56786
2802,0600000US1712381230,72969
2803,0600000US1712500844,65163
2804,0600000US1712504169,33654
2805,0600000US1712517250,43250
2806,0600000US1712526766,52768
2807,0600000US1712533526,39969
2808,0600000US1712539870,35156
2809,0600000US1712545265,54722
2810,0600000US1712546396,62656
2811,0600000US1712547482,39888
2812,0600000US1712558629,91250
2813,0600000US1712562419,41000
2814,0600000US1712567353,106042
2815,0600000US1712569329,53636
2816,0600000US1712790018,51941
2817,0600000US1712790396,61719
2818,0600000US1712791026,40000
2819,0600000US1712791260,46250
2820,0600000US1712791332,82798
2821,0600000US1712791494,57287
2822,0600000US1712791638,43409
2823,0600000US1712791692,49464
2824,0600000US1712791740,39634
2825,0600000US1712791908,31477
2826,0600000US1712791944,57981
2827,0600000US1712792070,22262
2828,0600000US1712792088,42788
2829,0600000US1712792106,32097
2830,0600000US1712792124,22303
2831,0600000US1712793618,62875
2832,0600000US1712793672,33672
2833,0600000US1712990256,86000
2834,0600000US1712990262,72750
2835,0600000US1712990270,76806
2836,0600000US1712991242,-
2837,0600000US1712991566,61339
2838,0600000US1712991656,68000
2839,0600000US1712991674,99400
2840,0600000US1712992286,71875
2841,0600000US1712992433,85038
2842,0600000US1712992436,43512
2843,0600000US1712992439,79250
2844,0600000US1712992441,55096
2845,0600000US1712993024,85078
2846,0600000US1712993096,83571
2847,0600000US1712993312,59571
2848,0600000US1712993366,56429
2849,0600000US1713100126,50625
2850,0600000US1713120968,-
2851,0600000US1713123152,56382
2852,0600000US1713131342,59904
2853,0600000US1713139311,35156
2854,0600000US1713148398,52177
2855,0600000US1713149256,39028
2856,0600000US1713152233,44375
2857,0600000US1713153806,65192
2858,0600000US1713155405,49063
2859,0600000US1713159182,67955
2860,0600000US1713161795,76736
2861,0600000US1713163628,67214
2862,0600000US1713164551,59327
2863,0600000US1713173339,49792
2864,0600000US1713392550,54167
2865,0600000US1713392555,-
2866,0600000US1713392560,78819
2867,0600000US1713392565,95156
2868,0600000US1713392570,70156
2869,0600000US1713392575,81641
2870,0600000US1713392580,70703
2871,0600000US1713392585,108629
2872,0600000US1713392590,55795
2873,0600000US1713392595,90000
2874,0600000US1713392600,95417
2875,0600000US1713392605,62321
2876,0600000US1713392610,71071
2877,0600000US1713392615,118947
2878,0600000US1713392620,89167
2879,0600000US1713392625,47344
2880,0600000US1713392630,86563
2881,0600000US1713392635,69167
2882,0600000US1713392640,39281
2883,0600000US1713392645,79327
2884,0600000US1713392650,135833
2885,0600000US1713392655,90385
2886,0600000US1713392660,85938
2887,0600000US1713392665,78095
2888,0600000US1713392670,125673
2889,0600000US1713392675,103207
2890,0600000US1713392680,75848
2891,0600000US1713392685,106250
2892,0600000US1713392690,86538
2893,0600000US1713392695,58750
2894,0600000US1713392700,49306
2895,0600000US1713392705,38500
2896,0600000US1713392710,50938
2897,0600000US1713392715,104955
2898,0600000US1713392720,129559
2899,0600000US1713392725,53364
2900,0600000US1713392730,45298
2901,0600000US1713502960,60714
2902,0600000US1713507107,62386
2903,0600000US1713510175,65156
2904,0600000US1713521761,45787
2905,0600000US1713526904,46042
2906,0600000US1713531836,59706
2907,0600000US1713533370,46667
2908,0600000US1713535060,49958
2909,0600000US1713537751,46058
2910,0600000US1713553182,52446
2911,0600000US1713553949,57287
2912,0600000US1713560183,45250
2913,0600000US1713562978,53026
2914,0600000US1713566092,-
2915,0600000US1713570928,36652
2916,0600000US1713578669,53333
2917,0600000US1713582738,48333
2918,0600000US1713584129,65750
2919,0600000US1713790054,85859
2920,0600000US1713790234,80972
2921,0600000US1713790720,48145
2922,0600000US1713790828,45368
2923,0600000US1713791278,71023
2924,0600000US1713791711,22287
2925,0600000US1713791712,31979
2926,0600000US1713791713,22196
2927,0600000US1713791714,43274
2928,0600000US1713791715,48633
2929,0600000US1713791716,54676
2930,0600000US1713791717,32567
2931,0600000US1713791718,33125
2932,0600000US1713791719,23500
2933,0600000US1713791720,36389
2934,0600000US1713791721,41786
2935,0600000US1713791722,59911
2936,0600000US1713791723,55673
2937,0600000US1713791724,65036
2938,0600000US1713791725,45000
2939,0600000US1713791726,-
2940,0600000US1713791727,60221
2941,0600000US1713791728,36648
2942,0600000US1713791926,68929
2943,0600000US1713791962,68906
2944,0600000US1713792034,48750
2945,0600000US1713792043,42321
2946,0600000US1713792045,44688
2947,0600000US1713792232,49706
2948,0600000US1713792268,72344
2949,0600000US1713792484,75195
2950,0600000US1713792934,64271
2951,0600000US1713793206,49063
2952,0600000US1713793208,59028
2953,0600000US1713793210,63047
2954,0600000US1713793212,-
2955,0600000US1713793640,57500
2956,0600000US1713793642,42273
2957,0600000US1713793644,80625
2958,0600000US1713793852,63107
2959,0600000US1713920344,64735
2960,0600000US1713922099,63125
2961,0600000US1713938609,65905
2962,0600000US1713945057,50556
2963,0600000US1713945083,61875
2964,0600000US1713947124,53938
2965,0600000US1713973508,59950
2966,0600000US1713981451,55917
2967,0600000US1714108784,60000
2968,0600000US1714109421,47946
2969,0600000US1714110253,69306
2970,0600000US1714119382,58295
2971,0600000US1714121501,98056
2972,0600000US1714126298,53943
2973,0600000US1714127078,52669
2974,0600000US1714130718,104671
2975,0600000US1714140650,-
2976,0600000US1714142470,55179
2977,0600000US1714143549,65547
2978,0600000US1714145382,63750
2979,0600000US1714146903,80156
2980,0600000US1714147358,53375
2981,0600000US1714150049,58429
2982,0600000US1714151011,51375
2983,0600000US1714156504,55088
2984,0600000US1714159897,91964
2985,0600000US1714159975,-
2986,0600000US1714165182,89750
2987,0600000US1714168302,66813
2988,0600000US1714174535,76842
2989,0600000US1714181399,71944
2990,0600000US1714183492,67303
2991,0600000US1714300477,66923
2992,0600000US1714308316,79219
2993,0600000US1714314130,50410
2994,0600000US1714323711,69911
2995,0600000US1714332304,104405
2996,0600000US1714335645,75135
2997,0600000US1714338765,106087
2998,0600000US1714339818,98426
2999,0600000US1714343523,60435
3000,0600000US1714344342,74485
3001,0600000US1714348099,94499
3002,0600000US1714349113,67500
3003,0600000US1714359013,46603
3004,0600000US1714361938,56607
3005,0600000US1714362510,132019
3006,0600000US1714363771,44037
3007,0600000US1714365715,77750
3008,0600000US1714375289,60486
3009,0600000US1714376121,64722
3010,0600000US1714380749,48407
3011,0600000US1714590342,65313
3012,0600000US1714590936,54205
3013,0600000US1714591010,40852
3014,0600000US1714591011,-
3015,0600000US1714591012,29091
3016,0600000US1714591013,48125
3017,0600000US1714591014,52045
3018,0600000US1714591015,49145
3019,0600000US1714591016,38750
3020,0600000US1714591017,60060
3021,0600000US1714591018,25000
3022,0600000US1714591019,47407
3023,0600000US1714591020,98929
3024,0600000US1714591021,90125
3025,0600000US1714592468,-
3026,0600000US1714592469,36771
3027,0600000US1714592470,-
3028,0600000US1714592471,40074
3029,0600000US1714592472,50250
3030,0600000US1714592473,45027
3031,0600000US1714592474,59688
3032,0600000US1714592475,58466
3033,0600000US1714593330,56977
3034,0600000US1714593348,60714
3035,0600000US1714593384,49542
3036,0600000US1714593386,62850
3037,0600000US1714593762,61667
3038,0600000US1714705157,48690
3039,0600000US1714706808,63750
3040,0600000US1714712275,68125
3041,0600000US1714730523,67143
3042,0600000US1714750257,72281
3043,0600000US1714767587,95417
3044,0600000US1714776888,46750
3045,0600000US1714781906,62083
3046,0600000US1714902791,52955
3047,0600000US1714903974,39854
3048,0600000US1714912359,59583
3049,0600000US1714914390,-
3050,0600000US1714919577,94286
3051,0600000US1714919694,34500
3052,0600000US1714924972,54583
3053,0600000US1714926415,115694
3054,0600000US1714931784,48500
3055,0600000US1714932070,27500
3056,0600000US1714932863,46667
3057,0600000US1714939935,52917
3058,0600000US1714943003,-
3059,0600000US1714947241,53438
3060,0600000US1714950192,58510
3061,0600000US1714952259,35676
3062,0600000US1714952818,29107
3063,0600000US1714958356,46964
3064,0600000US1714959169,47237
3065,0600000US1714960235,40459
3066,0600000US1714960547,44559
3067,0600000US1714960651,38750
3068,0600000US1714965936,45625
3069,0600000US1714971617,32250
3070,0600000US1715191116,40694
3071,0600000US1715191386,58398
3072,0600000US1715191404,51023
3073,0600000US1715191422,28807
3074,0600000US1715191746,-
3075,0600000US1715193654,36023
3076,0600000US1715390108,-
3077,0600000US1715391476,53203
3078,0600000US1715391800,33182
3079,0600000US1715392178,33929
3080,0600000US1715392196,28424
3081,0600000US1715392322,42813
3082,0600000US1715392412,59083
3083,0600000US1715392952,23472
3084,0600000US1715393474,27206
3085,0600000US1715393564,37292
3086,0600000US1715393744,41000
3087,0600000US1715531030,64526
3088,0600000US1715534124,66750
3089,0600000US1715546123,70313
3090,0600000US1715568627,62857
3091,0600000US1715790306,44167
3092,0600000US1715790504,67216
3093,0600000US1715790522,-
3094,0600000US1715790702,71078
3095,0600000US1715790738,48179
3096,0600000US1715790864,45577
3097,0600000US1715791170,58811
3098,0600000US1715791206,49196
3099,0600000US1715791818,-
3100,0600000US1715792358,67143
3101,0600000US1715792394,38158
3102,0600000US1715792520,54444
3103,0600000US1715792970,61483
3104,0600000US1715793042,-
3105,0600000US1715793060,76786
3106,0600000US1715793222,46707
3107,0600000US1715793240,55380
3108,0600000US1715793438,41985
3109,0600000US1715793600,52600
3110,0600000US1715793834,74625
3111,0600000US1715907289,51912
3112,0600000US1715914546,76000
3113,0600000US1715918862,111250
3114,0600000US1715919486,74750
3115,0600000US1715929028,76250
3116,0600000US1715946006,52344
3117,0600000US1715953156,53958
3118,0600000US1715955925,41047
3119,0600000US1715961847,62566
3120,0600000US1716101439,66929
3121,0600000US1716106301,46744
3122,0600000US1716107549,69013
3123,0600000US1716109512,79821
3124,0600000US1716110955,52000
3125,0600000US1716115248,64393
3126,0600000US1716115326,104821
3127,0600000US1716116379,69911
3128,0600000US1716120825,70221
3129,0600000US1716122632,72981
3130,0600000US1716132577,52729
3131,0600000US1716149880,50693
3132,0600000US1716161236,53942
3133,0600000US1716165091,39226
3134,0600000US1716166300,94375
3135,0600000US1716170993,51617
3136,0600000US1716171201,57696
3137,0600000US1716184246,59877
3138,0600000US1716304845,45945
3139,0600000US1716310968,28888
3140,0600000US1716311657,66223
3141,0600000US1716312210,27463
3142,0600000US1716322268,23072
3143,0600000US1716324205,101518
3144,0600000US1716325726,78542
3145,0600000US1716327819,73533
3146,0600000US1716342509,56106
3147,0600000US1716342873,39650
3148,0600000US1716346968,50800
3149,0600000US1716347436,73045
3150,0600000US1716349399,80901
3151,0600000US1716352129,69875
3152,0600000US1716355262,88731
3153,0600000US1716361600,96410
3154,0600000US1716366729,66364
3155,0600000US1716369550,81472
3156,0600000US1716370265,70667
3157,0600000US1716372741,18194
3158,0600000US1716372988,65112
3159,0600000US1716373456,46922
3160,0600000US1716509122,75380
3161,0600000US1716511404,37656
3162,0600000US1716516535,-
3163,0600000US1716521709,39875
3164,0600000US1716528274,37500
3165,0600000US1716533149,37282
3166,0600000US1716537205,56484
3167,0600000US1716544485,-
3168,0600000US1716550803,72500
3169,0600000US1716562601,47313
3170,0600000US1716563030,93417
3171,0600000US1716572897,27917
3172,0600000US1716574509,61625
3173,0600000US1716702928,63816
3174,0600000US1716703506,103732
3175,0600000US1716709486,79286
3176,0600000US1716711046,53406
3177,0600000US1716711579,66932
3178,0600000US1716712697,79035
3179,0600000US1716714858,65598
3180,0600000US1716716223,115139
3181,0600000US1716716574,90820
3182,0600000US1716718160,67188
3183,0600000US1716720058,59362
3184,0600000US1716725323,101563
3185,0600000US1716728651,83441
3186,0600000US1716737140,68625
3187,0600000US1716737881,76000
3188,0600000US1716741976,120139
3189,0600000US1716744186,53021
3190,0600000US1716747618,89732
3191,0600000US1716748034,58235
3192,0600000US1716752181,74702
3193,0600000US1716758187,66058
3194,0600000US1716764772,97513
3195,0600000US1716772013,35909
3196,0600000US1716774340,-
3197,0600000US1716781776,88839
3198,0600000US1716783310,55524
3199,0600000US1716903350,63600
3200,0600000US1716906132,-
3201,0600000US1716908693,40938
3202,0600000US1716908966,44141
3203,0600000US1716909395,49958
3204,0600000US1716910708,40000
3205,0600000US1716927793,79250
3206,0600000US1716934462,37279
3207,0600000US1716936776,64792
3208,0600000US1716944069,51458
3209,0600000US1716954794,43690
3210,0600000US1716966352,40676
3211,0600000US1716983362,70000
3212,0600000US1717190072,53500
3213,0600000US1717190468,40536
3214,0600000US1717191224,70192
3215,0600000US1717191368,60625
3216,0600000US1717192016,51635
3217,0600000US1717192052,57500
3218,0600000US1717192250,37857
3219,0600000US1717193780,70750
3220,0600000US1717193798,60789
3221,0600000US1717193816,49444
3222,0600000US1717302466,61979
3223,0600000US1717306002,52375
3224,0600000US1717314637,83594
3225,0600000US1717315417,46641
3226,0600000US1717320851,35568
3227,0600000US1717326337,102569
3228,0600000US1717334345,43438
3229,0600000US1717335567,-
3230,0600000US1717341690,37344
3231,0600000US1717351245,57174
3232,0600000US1717355145,56290
3233,0600000US1717355457,54231
3234,0600000US1717358590,-
3235,0600000US1717359663,103934
3236,0600000US1717361522,65893
3237,0600000US1717363615,69063
3238,0600000US1717363836,38889
3239,0600000US1717365637,57596
3240,0600000US1717366313,-
3241,0600000US1717369199,40372
3242,0600000US1717369927,49762
3243,0600000US1717375588,69125
3244,0600000US1717375861,51118
3245,0600000US1717382335,42054
3246,0600000US1717523646,64375
3247,0600000US1717524478,49583
3248,0600000US1717530627,50278
3249,0600000US1717556783,49643
3250,0600000US1717558603,56250
3251,0600000US1717575796,45600
3252,0600000US1717577174,79306
3253,0600000US1717580489,63438
3254,0600000US1717709226,59183
3255,0600000US1717718355,50385
3256,0600000US1717724413,70156
3257,0600000US1717726506,66250
3258,0600000US1717727897,39419
3259,0600000US1717732902,67566
3260,0600000US1717738284,110000
3261,0600000US1717739610,58000
3262,0600000US1717741885,66375
3263,0600000US1717744758,69107
3264,0600000US1717756120,51012
3265,0600000US1717764057,58571
3266,0600000US1717765065,73487
3267,0600000US1717765143,62708
3268,0600000US1717769953,48036
3269,0600000US1717778318,76786
3270,0600000US1717780788,53289
3271,0600000US1717782556,52222
3272,0600000US1717907627,78750
3273,0600000US1717914403,58965
3274,0600000US1717918953,87891
3275,0600000US1717919239,55000
3276,0600000US1717919941,93359
3277,0600000US1717923607,80192
3278,0600000US1717926636,59890
3279,0600000US1717931940,57942
3280,0600000US1717935359,71111
3281,0600000US1717936139,77000
3282,0600000US1717944017,63696
3283,0600000US1717945792,80913
3284,0600000US1717946266,103750
3285,0600000US1717950634,77115
3286,0600000US1717958460,48314
3287,0600000US1717967483,59333
3288,0600000US1717972130,62663
3289,0600000US1717975978,80125
3290,0600000US1717979046,70145
3291,0600000US1718190090,55625
3292,0600000US1718190126,47656
3293,0600000US1718190144,42667
3294,0600000US1718190162,34543
3295,0600000US1718190180,34858
3296,0600000US1718190198,50721
3297,0600000US1718190216,17083
3298,0600000US1718190224,61944
3299,0600000US1718190288,78250
3300,0600000US1718190756,60156
3301,0600000US1718190774,39000
3302,0600000US1718190972,45781
3303,0600000US1718190990,47115
3304,0600000US1718191764,54130
3305,0600000US1718191782,66053
3306,0600000US1718191792,55417
3307,0600000US1718191872,51429
3308,0600000US1718192142,31681
3309,0600000US1718193258,51700
3310,0600000US1718193484,49787
3311,0600000US1718306678,76225
3312,0600000US1718310162,56042
3313,0600000US1718311449,48500
3314,0600000US1718311787,54200
3315,0600000US1718318576,36070
3316,0600000US1718323932,47411
3317,0600000US1718328976,44916
3318,0600000US1718330965,43991
3319,0600000US1718338180,70455
3320,0600000US1718344953,143750
3321,0600000US1718345772,55000
3322,0600000US1718348775,53846
3323,0600000US1718352454,49793
3324,0600000US1718355015,55076
3325,0600000US1718359832,69063
3326,0600000US1718365949,51856
3327,0600000US1718369849,54375
3328,0600000US1718371227,55833
3329,0600000US1718377304,68929
3330,0600000US1718590378,49097
3331,0600000US1718590792,58438
3332,0600000US1718590810,40978
3333,0600000US1718591314,80114
3334,0600000US1718591854,57375
3335,0600000US1718591890,76875
3336,0600000US1718592214,47044
3337,0600000US1718593582,59141
3338,0600000US1718705560,62442
3339,0600000US1718715404,90982
3340,0600000US1718723516,69917
3341,0600000US1718726610,73056
3342,0600000US1718731277,56875
3343,0600000US1718732226,73750
3344,0600000US1718739396,95714
3345,0600000US1718742847,73681
3346,0600000US1718750023,41934
3347,0600000US1718760898,-
3348,0600000US1718765858,44833
3349,0600000US1718772065,62148
3350,0600000US1718773716,51625
3351,0600000US1718774093,75556
3352,0600000US1718775692,65000
3353,0600000US1718902544,49464
3354,0600000US1718904442,38929
3355,0600000US1718907172,107708
3356,0600000US1718917042,36818
3357,0600000US1718920877,60882
3358,0600000US1718936360,57500
3359,0600000US1718937790,59615
3360,0600000US1718938453,82171
3361,0600000US1718944108,57500
3362,0600000US1718951713,56780
3363,0600000US1718954599,64423
3364,0600000US1718955483,64135
3365,0600000US1718959858,72031
3366,0600000US1718960807,77321
3367,0600000US1718963732,49712
3368,0600000US1718977434,81250
3369,0600000US1719102297,51875
3370,0600000US1719103753,65625
3371,0600000US1719104559,46607
3372,0600000US1719105521,54688
3373,0600000US1719105950,40726
3374,0600000US1719123685,55313
3375,0600000US1719127364,55109
3376,0600000US1719128534,23304
3377,0600000US1719131953,49767
3378,0600000US1719134501,-
3379,0600000US1719137387,75500
3380,0600000US1719138258,59191
3381,0600000US1719139285,46389
3382,0600000US1719141755,42255
3383,0600000US1719142626,44891
3384,0600000US1719147501,36797
3385,0600000US1719150946,66389
3386,0600000US1719156367,43056
3387,0600000US1719156510,47969
3388,0600000US1719184194,-
3389,0600000US1719309902,55469
3390,0600000US1719311306,44268
3391,0600000US1719324088,45446
3392,0600000US1719324192,31339
3393,0600000US1719331069,53611
3394,0600000US1719333591,58828
3395,0600000US1719334228,87639
3396,0600000US1719337231,50449
3397,0600000US1719349360,51299
3398,0600000US1719359507,47321
3399,0600000US1719500529,57500
3400,0600000US1719515144,63359
3401,0600000US1719515651,49479
3402,0600000US1719524387,54592
3403,0600000US1719525817,61894
3404,0600000US1719528157,49246
3405,0600000US1719528586,100186
3406,0600000US1719528833,57063
3407,0600000US1719532174,100278
3408,0600000US1719536178,65326
3409,0600000US1719536581,60882
3410,0600000US1719538700,97721
3411,0600000US1719545291,51875
3412,0600000US1719550270,63500
3413,0600000US1719551076,48846
3414,0600000US1719552857,82955
3415,0600000US1719561262,84875
3416,0600000US1719561990,47617
3417,0600000US1719572553,47546
3418,0600000US1719574483,46875
3419,0600000US1719576758,76875
3420,0600000US1719577070,68650
3421,0600000US1719712483,95500
3422,0600000US1719717536,58293
3423,0600000US1719718199,66941
3424,0600000US1719721241,83908
3425,0600000US1719726519,82250
3426,0600000US1719727631,106144
3427,0600000US1719731394,100400
3428,0600000US1719735827,101280
3429,0600000US1719738076,81142
3430,0600000US1719738583,48349
3431,0600000US1719744238,63574
3432,0600000US1719746370,93425
3433,0600000US1719749958,64348
3434,0600000US1719752597,105269
3435,0600000US1719759065,82101
3436,0600000US1719760300,98459
3437,0600000US1719763108,63354
3438,0600000US1719776212,84886
3439,0600000US1719779059,79514
3440,0600000US1719779865,64063
3441,0600000US1719781035,138494
3442,0600000US1719781711,86111
3443,0600000US1719782114,54158
3444,0600000US1719782244,61786
3445,0600000US1719990432,43007
3446,0600000US1719990648,54314
3447,0600000US1719990846,50050
3448,0600000US1719990882,51734
3449,0600000US1719990918,64747
3450,0600000US1719991062,49861
3451,0600000US1719991548,70096
3452,0600000US1719991620,42103
3453,0600000US1719991836,46148
3454,0600000US1719993204,74375
3455,0600000US1719993294,59583
3456,0600000US1719993690,45725
3457,0600000US1720109915,96650
3458,0600000US1720113087,58216
3459,0600000US1720121293,53125
3460,0600000US1720132928,61785
3461,0600000US1720133188,62446
3462,0600000US1720142054,88646
3463,0600000US1720157069,74229
3464,0600000US1720158421,73312
3465,0600000US1720165013,44562
3466,0600000US1720165169,65877
3467,0600000US1720165624,84045
3468,0600000US1720168783,70642
3469,0600000US1720169615,79583
3470,0600000US1720182504,80028
3471,0600000US1720311878,51023
3472,0600000US1720314793,63897
3473,0600000US1720317861,79846
3474,0600000US1720323750,65583
3475,0600000US1720331355,84833
3476,0600000US1720339012,109250
3477,0600000US1720343835,65750
3478,0600000US1720348619,73237
3479,0600000US1720349581,65333
3480,0600000US1720350231,87721
